AthleteGUID,CompetitionID,EventID,dateid,EventName,Terrain,PerformanceValues,PerformanceUnits,CompPosition,CompRound,CompName,CompVenue,ValidPerformance,EventWind
1116140,142291,3148762,11/08/2024,Marathon,outdoor,8696,seconds,7,Finals,OG,Paris,1,NULL
1115973,81430,2440657,03/10/2019,Shot Put,outdoor,19.98,metres,24,Quarter-finals,WC,Doha,1,NULL
1208798,112541,2659250,05/08/2021,Javelin Throw,outdoor,73.36,metres,NULL,NULL,OG,Tokyo,1,NULL
1201527,112541,2658957,04/08/2021,Javelin Throw,outdoor,73.11,metres,29,Quarter-finals,OG,Tokyo,1,NULL
1109696,112541,2659250,05/08/2021,Javelin Throw,outdoor,73.09,metres,NULL,NULL,OG,Tokyo,1,NULL
1136469,126941,2832169,21/07/2022,Javelin Throw,outdoor,73.03,metres,26,Quarter-finals,WC,Eugene OR,1,NULL
1115323,134418,2988083,20/08/2023,High Jump,outdoor,2.28,metres,1,Quarter-finals,WC,Budapest,1,NULL
1115323,134418,2988413,22/08/2023,High Jump,outdoor,2.33,metres,3,Finals,WC,Budapest,1,NULL
1115323,142291,3148664,10/08/2024,High Jump,outdoor,2.34,metres,3,Finals,OG,Paris,1,NULL
1115323,142291,3148218,07/08/2024,High Jump,outdoor,2.27,metres,3,Quarter-finals,OG,Paris,1,NULL
1115323,81430,2439898,04/10/2019,High Jump,outdoor,2.37,metres,1,Finals,WC,Doha,1,NULL
1115323,126941,2831668,18/07/2022,High Jump,outdoor,2.37,metres,1,Finals,WC,Eugene OR,1,NULL
1115323,81430,2391243,01/10/2019,High Jump,outdoor,2.29,metres,1,Quarter-finals,WC,Doha,1,NULL
1115323,126941,2830457,15/07/2022,High Jump,outdoor,2.28,metres,1,Quarter-finals,WC,Eugene OR,1,NULL
1115323,112541,2657924,30/07/2021,High Jump,outdoor,2.28,metres,1,Quarter-finals,OG,Tokyo,1,NULL
1122959,135095,3021595,03/03/2024,60m Hurdles,indoor,8.28,seconds,6,Heats,WC,Glasgow,1,NULL
1122484,81430,2442897,28/09/2019,Long Jump,outdoor,8.28,metres,4,Finals,WC,Doha,1,-0.1
1122484,81430,2465497,27/09/2019,Long Jump,outdoor,7.91,metres,10,Quarter-finals,WC,Doha,1,-0.1
1122149,126941,2831737,19/07/2022,200m,outdoor,21.96,seconds,2,Semi-finals,WC,Eugene OR,1,1.4
1122149,81430,2459599,28/09/2019,100m,outdoor,10.96,seconds,1,Heats,WC,Doha,1,-0.1
1122149,142291,3147268,05/08/2024,200m,outdoor,22.31,seconds,2,Semi-finals,OG,Paris,1,0.2
1122149,142291,3147159,04/08/2024,200m,outdoor,22.28,seconds,2,Heats,OG,Paris,1,0.5
1122149,126941,2831327,17/07/2022,100m,outdoor,10.89,seconds,2,Semi-finals,WC,Eugene OR,1,-0.2
1122149,81430,2437357,29/09/2019,100m,outdoor,10.83,seconds,2,Finals,WC,Doha,1,0.1
1122149,126941,2831666,18/07/2022,200m,outdoor,22.56,seconds,2,Heats,WC,Eugene OR,1,0.4
1122149,142291,3147920,06/08/2024,200m,outdoor,22.22,seconds,4,Finals,OG,Paris,1,-0.6
1122149,126941,2832065,21/07/2022,200m,outdoor,22.02,seconds,3,Finals,WC,Eugene OR,1,0.6
1122149,126941,2830548,16/07/2022,100m,outdoor,10.84,seconds,1,Heats,WC,Eugene OR,1,1.2
1122149,81430,2410062,02/10/2019,200m,outdoor,21.88,seconds,1,Finals,WC,Doha,1,0.9
1122149,81430,2401106,29/09/2019,100m,outdoor,10.87,seconds,1,Semi-finals,WC,Doha,1,0.5
1122149,81430,2406300,01/10/2019,200m,outdoor,22.16,seconds,1,Semi-finals,WC,Doha,1,0.5
1122149,142291,3146954,02/08/2024,100m,outdoor,11.01,seconds,2,Heats,OG,Paris,1,1
1122149,112541,2657908,30/07/2021,100m,outdoor,11.07,seconds,2,Heats,OG,Tokyo,1,-0.1
1122149,126941,2831289,17/07/2022,100m,outdoor,10.83,seconds,4,Finals,WC,Eugene OR,1,0.8
1122149,142291,3147114,03/08/2024,100m,outdoor,11.1,seconds,5,Semi-finals,OG,Paris,1,0.1
1122149,112541,2658168,31/07/2021,100m,outdoor,11.05,seconds,3,Semi-finals,OG,Tokyo,1,0
1122149,81430,2419934,30/09/2019,200m,outdoor,22.32,seconds,1,Heats,WC,Doha,1,0.4
1122149,134418,2988098,20/08/2023,100m,outdoor,11.04,seconds,2,Heats,WC,Budapest,1,-0.8
1122149,134418,2988306,21/08/2023,100m,outdoor,11,seconds,8,Finals,WC,Budapest,1,-0.2
1112456,126941,2831737,19/07/2022,200m,outdoor,21.67,seconds,1,Semi-finals,WC,Eugene OR,1,2
1112456,126941,2831666,18/07/2022,200m,outdoor,22.33,seconds,1,Heats,WC,Eugene OR,1,2.5
1112456,126941,2831327,17/07/2022,100m,outdoor,10.84,seconds,1,Semi-finals,WC,Eugene OR,1,-0.2
1112456,126941,2831289,17/07/2022,100m,outdoor,10.73,seconds,2,Finals,WC,Eugene OR,1,0.8
1112456,81430,2464050,01/10/2019,400m,outdoor,50.1,seconds,3,Semi-finals,WC,Doha,1,NULL
1112456,123073,2753534,18/03/2022,60m,indoor,7.04,seconds,5,Finals,WC,Beograd,1,NULL
1112456,126941,2832065,21/07/2022,200m,outdoor,21.45,seconds,1,Finals,WC,Eugene OR,1,0.6
1112456,123073,2753703,18/03/2022,60m,indoor,7.08,seconds,3,Semi-finals,WC,Beograd,1,NULL
1112456,123073,2753672,18/03/2022,60m,indoor,7.16,seconds,2,Heats,WC,Beograd,1,NULL
1112456,134418,2988098,20/08/2023,100m,outdoor,11.06,seconds,1,Heats,WC,Budapest,1,-1
1112456,134418,2988306,21/08/2023,100m,outdoor,10.72,seconds,2,Finals,WC,Budapest,1,-0.2
1112456,134418,2988146,21/08/2023,100m,outdoor,10.79,seconds,1,Semi-finals,WC,Budapest,1,-0.4
1112456,134418,2988578,23/08/2023,200m,outdoor,22.51,seconds,1,Heats,WC,Budapest,1,-0.4
1112456,134418,2988736,24/08/2023,200m,outdoor,22,seconds,1,Semi-finals,WC,Budapest,1,-0.2
1112456,134418,2988784,25/08/2023,200m,outdoor,21.41,seconds,1,Finals,WC,Budapest,1,0.1
1112222,134418,2988813,26/08/2023,Marathon,outdoor,9720,seconds,51,Finals,WC,Budapest,1,NULL
1112222,142291,3148762,11/08/2024,Marathon,outdoor,9734,seconds,73,Finals,OG,Paris,1,NULL
1112222,134640,2993946,01/10/2023,Half Marathon,outdoor,4494,seconds,43,Finals,WC,Rīga,1,NULL
1112222,112579,2659404,07/08/2021,Marathon,outdoor,9404,seconds,41,Finals,OG,Sapporo,1,NULL
1111676,126941,2830552,16/07/2022,400m Hurdles,outdoor,49.83,seconds,2,Heats,WC,Eugene OR,1,NULL
1111676,123073,2753622,18/03/2022,400m,indoor,45.88,seconds,1,Heats,WC,Beograd,1,NULL
1111676,123073,2753568,18/03/2022,400m,indoor,46.54,seconds,4,Semi-finals,WC,Beograd,1,NULL
1111676,126941,2831501,17/07/2022,400m Hurdles,outdoor,49.52,seconds,3,Semi-finals,WC,Eugene OR,1,NULL
1111676,134418,2988080,20/08/2023,400m Hurdles,outdoor,48.72,seconds,5,Heats,WC,Budapest,1,NULL
1100428,112541,2658168,31/07/2021,100m,outdoor,11.21,seconds,6,Semi-finals,OG,Tokyo,1,-0.2
1100428,112541,2658179,02/08/2021,200m,outdoor,22.74,seconds,1,Heats,OG,Tokyo,1,0.4
1100428,81430,2419934,30/09/2019,200m,outdoor,23,seconds,5,Heats,WC,Doha,1,0.4
1100428,112541,2658375,02/08/2021,200m,outdoor,23.05,seconds,6,Semi-finals,OG,Tokyo,1,0.3
1100428,112541,2657908,30/07/2021,100m,outdoor,11.18,seconds,3,Heats,OG,Tokyo,1,-0.3
1100428,81430,2406300,01/10/2019,200m,outdoor,22.65,seconds,3,Semi-finals,WC,Doha,1,0.4
1100428,81430,2401106,29/09/2019,100m,outdoor,11.29,seconds,7,Semi-finals,WC,Doha,1,0.5
1100428,126941,2830548,16/07/2022,100m,outdoor,11.48,seconds,6,Heats,WC,Eugene OR,1,0.2
1100025,126941,2830457,15/07/2022,High Jump,outdoor,2.21,metres,21,Quarter-finals,WC,Eugene OR,1,NULL
1098929,112541,2658096,31/07/2021,100m,outdoor,10.27,seconds,1,Single race,OG,Tokyo,1,0
1098929,112541,2658118,31/07/2021,100m,outdoor,10.31,seconds,7,Heats,OG,Tokyo,1,0.6
1098364,126941,2832152,21/07/2022,800m,outdoor,122.35,seconds,5,Heats,WC,Eugene OR,1,NULL
1098063,112541,2659011,02/08/2021,Pole Vault,outdoor,4.55,metres,13,Quarter-finals,OG,Tokyo,1,NULL
1097793,126941,2830558,15/07/2022,20km Walk,outdoor,5387,seconds,38,Finals,WC,Eugene OR,1,NULL
1097793,134418,2988050,19/08/2023,20km Walk,outdoor,5249,seconds,45,Finals,WC,Budapest,1,NULL
1097545,142291,3147057,02/08/2024,Triple Jump,outdoor,13.77,metres,21,Quarter-finals,OG,Paris,1,-0.1
1097545,112541,2658098,30/07/2021,Triple Jump,outdoor,13.79,metres,22,Quarter-finals,OG,Tokyo,1,-0.2
1097545,81430,2372790,03/10/2019,Triple Jump,outdoor,13.98,metres,16,Quarter-finals,WC,Doha,1,0.3
1097009,112541,2658118,31/07/2021,100m,outdoor,10.02,seconds,2,Heats,OG,Tokyo,1,0.3
1097009,126941,2830539,15/07/2022,100m,outdoor,10.52,seconds,7,Heats,WC,Eugene OR,1,0.6
1097009,112541,2658115,01/08/2021,100m,outdoor,10.17,seconds,8,Semi-finals,OG,Tokyo,1,-0.2
1097009,112541,2658912,03/08/2021,200m,outdoor,20.34,seconds,5,Semi-finals,OG,Tokyo,1,-0.2
1097009,123073,2753742,19/03/2022,60m,indoor,6.52,seconds,2,Heats,WC,Beograd,1,NULL
1097009,123073,2753790,19/03/2022,60m,indoor,6.6,seconds,3,Semi-finals,WC,Beograd,1,NULL
1093700,123073,2754541,20/03/2022,60m Hurdles,indoor,7.53,seconds,3,Finals,WC,Beograd,1,NULL
1092913,81430,2433335,27/09/2019,100m,outdoor,10.25,seconds,4,Heats,WC,Doha,1,-0.8
1098765,142291,3147766,06/08/2024,Javelin Throw,outdoor,72.98,metres,30,Quarter-finals,OG,Paris,1,NULL
1257167,126941,2832169,21/07/2022,Javelin Throw,outdoor,72.81,metres,27,Quarter-finals,WC,Eugene OR,1,NULL
1091127,81430,2422905,29/09/2019,Pole Vault,outdoor,4.8,metres,6,Finals,WC,Doha,1,NULL
1091127,112541,2659011,02/08/2021,Pole Vault,outdoor,4.55,metres,12,Quarter-finals,OG,Tokyo,1,NULL
1091127,81430,2467189,27/09/2019,Pole Vault,outdoor,4.6,metres,15,Quarter-finals,WC,Doha,1,NULL
1091127,112541,2659267,05/08/2021,Pole Vault,outdoor,4.5,metres,13,Finals,OG,Tokyo,1,NULL
1089640,112541,2659230,05/08/2021,Javelin Throw,outdoor,54.1,metres,NULL,Heats,OG,Tokyo,1,NULL
1089640,112541,2659129,05/08/2021,Long Jump,outdoor,5.78,metres,NULL,Heats,OG,Tokyo,1,0.2
1089640,112541,2659227,05/08/2021,800m,outdoor,134.82,seconds,NULL,Heats,OG,Tokyo,1,NULL
1089640,112541,2659099,04/08/2021,Shot Put,outdoor,13.99,metres,NULL,Heats,OG,Tokyo,1,NULL
1089640,112541,2659081,04/08/2021,200m,outdoor,24.33,seconds,NULL,Heats,OG,Tokyo,1,1.5
1089640,112541,2688364,05/08/2021,Heptathlon,outdoor,6419,points,7,Finals,OG,Tokyo,1,NULL
1089640,112541,2658990,04/08/2021,High Jump,outdoor,1.8,metres,NULL,Heats,OG,Tokyo,1,NULL
1089640,112541,2658863,04/08/2021,100m Hurdles,outdoor,13.29,seconds,NULL,Heats,OG,Tokyo,1,0.3
1089640,142291,3148294,08/08/2024,Shot Put,outdoor,14.02,metres,NULL,Heats,OG,Paris,1,NULL
1089640,142291,3148289,08/08/2024,200m,outdoor,23.85,seconds,NULL,Heats,OG,Paris,1,0.4
1089640,142291,3148386,08/08/2024,100m Hurdles,outdoor,13.42,seconds,NULL,Heats,OG,Paris,1,0
1089640,142291,3148608,09/08/2024,Heptathlon,outdoor,6084,points,17,Finals,OG,Paris,1,NULL
1089640,142291,3148609,09/08/2024,Long Jump,outdoor,5.52,metres,NULL,Heats,OG,Paris,1,1.2
1089640,134418,2988049,19/08/2023,High Jump,outdoor,1.77,metres,NULL,Heats,WC,Budapest,1,NULL
1089640,134418,2988040,19/08/2023,100m Hurdles,outdoor,13.6,seconds,NULL,Heats,WC,Budapest,1,0.4
1089640,134418,2988052,19/08/2023,Shot Put,outdoor,13.98,metres,NULL,Heats,WC,Budapest,1,NULL
1115323,112541,2658193,01/08/2021,High Jump,outdoor,2.37,metres,1,Finals,OG,Tokyo,1,NULL
1115078,142291,3148762,11/08/2024,Marathon,outdoor,8805,seconds,13,Finals,OG,Paris,1,NULL
1112698,142291,3148762,11/08/2024,Marathon,outdoor,9079,seconds,38,Finals,OG,Paris,1,NULL
1111872,112541,2658986,03/08/2021,110m Hurdles,outdoor,13.24,seconds,1,Heats,OG,Tokyo,1,-0.2
1111872,112541,2658934,04/08/2021,110m Hurdles,outdoor,13.24,seconds,2,Semi-finals,OG,Tokyo,1,0.1
1111872,112541,2659039,05/08/2021,110m Hurdles,outdoor,13.38,seconds,8,Finals,OG,Tokyo,1,-0.5
1110692,81430,2418066,05/10/2019,20km Walk,outdoor,5536,seconds,16,Finals,WC,Doha,1,NULL
1110692,112579,2659274,05/08/2021,20km Walk,outdoor,5033,seconds,16,Finals,OG,Sapporo,1,NULL
1110616,81430,2391412,30/09/2019,200m,outdoor,19.95,seconds,2,Semi-finals,WC,Doha,1,0.1
1110616,81430,2396479,01/10/2019,200m,outdoor,19.98,seconds,3,Finals,WC,Doha,1,0.3
1110616,81430,2453406,29/09/2019,200m,outdoor,20.08,seconds,1,Heats,WC,Doha,1,0.8
1110593,123073,2754511,20/03/2022,Long Jump,indoor,6.82,metres,3,Finals,WC,Beograd,1,NULL
1110593,126941,2832182,23/07/2022,Long Jump,outdoor,6.68,metres,10,Quarter-finals,WC,Eugene OR,1,1.7
1110593,112541,2658144,01/08/2021,Long Jump,outdoor,6.05,metres,28,Quarter-finals,OG,Tokyo,1,-0.5
1110593,126941,2832311,24/07/2022,Long Jump,outdoor,6.53,metres,10,Finals,WC,Eugene OR,1,-0.5
1110501,126941,2830350,15/07/2022,Hammer Throw,outdoor,74.25,metres,14,Quarter-finals,WC,Eugene OR,1,NULL
1110501,112541,2658209,02/08/2021,Hammer Throw,outdoor,76.91,metres,7,Quarter-finals,OG,Tokyo,1,NULL
1110501,81430,2466972,02/10/2019,Hammer Throw,outdoor,76.57,metres,7,Finals,WC,Doha,1,NULL
1110501,112541,2659050,04/08/2021,Hammer Throw,outdoor,76.3,metres,10,Finals,OG,Tokyo,1,NULL
1110501,81430,2449235,01/10/2019,Hammer Throw,outdoor,76.9,metres,5,Quarter-finals,WC,Doha,1,NULL
1109706,112541,2659389,07/08/2021,10000m,outdoor,1916.8,seconds,17,Finals,OG,Tokyo,1,NULL
1109706,126941,2831950,20/07/2022,5000m,outdoor,897.64,seconds,8,Heats,WC,Eugene OR,1,NULL
1109706,81430,2426510,02/10/2019,5000m,outdoor,951.48,seconds,11,Heats,WC,Doha,1,NULL
1109706,112541,2658108,30/07/2021,5000m,outdoor,909.47,seconds,13,Heats,OG,Tokyo,1,NULL
1122149,134418,2988146,21/08/2023,100m,outdoor,11.01,seconds,3,Semi-finals,WC,Budapest,1,-0.1
1122149,134418,2988736,24/08/2023,200m,outdoor,22.28,seconds,2,Semi-finals,WC,Budapest,1,-0.1
1122149,134418,2988784,25/08/2023,200m,outdoor,22.34,seconds,7,Finals,WC,Budapest,1,0.1
1122149,134418,2988578,23/08/2023,200m,outdoor,22.46,seconds,1,Heats,WC,Budapest,1,-0.3
1122090,126941,2830580,17/07/2022,Marathon,outdoor,7896,seconds,25,Finals,WC,Eugene OR,1,NULL
1121721,123073,2753672,18/03/2022,60m,indoor,7.43,seconds,7,Heats,WC,Beograd,1,NULL
1121721,135095,3031041,02/03/2024,60m,indoor,7.35,seconds,5,Heats,WC,Glasgow,1,NULL
1121697,81430,2457588,01/10/2019,400m Hurdles,outdoor,55.57,seconds,2,Heats,WC,Doha,1,NULL
1121697,112541,2658479,02/08/2021,400m Hurdles,outdoor,55.51,seconds,5,Semi-finals,OG,Tokyo,1,NULL
1121697,81430,2418099,02/10/2019,400m Hurdles,outdoor,54.32,seconds,2,Semi-finals,WC,Doha,1,NULL
1121697,112541,2658105,31/07/2021,400m Hurdles,outdoor,55.54,seconds,4,Heats,OG,Tokyo,1,NULL
1121697,81430,2407105,04/10/2019,400m Hurdles,outdoor,54.82,seconds,8,Finals,WC,Doha,1,NULL
1121639,81430,2441365,27/09/2019,Triple Jump,outdoor,16.86,metres,14,Quarter-finals,WC,Doha,1,0.1
1121506,123073,2753568,18/03/2022,400m,indoor,46.76,seconds,4,Semi-finals,WC,Beograd,1,NULL
1121506,123073,2753622,18/03/2022,400m,indoor,46.49,seconds,3,Heats,WC,Beograd,1,NULL
1121105,142291,3147524,04/08/2024,400m,outdoor,46.74,seconds,8,Heats,OG,Paris,1,NULL
1121105,81430,2452956,02/10/2019,400m,outdoor,44.85,seconds,3,Semi-finals,WC,Doha,1,NULL
1121105,112541,2658435,02/08/2021,400m,outdoor,44.94,seconds,5,Semi-finals,OG,Tokyo,1,NULL
1121105,126941,2831297,17/07/2022,400m,outdoor,46.49,seconds,5,Heats,WC,Eugene OR,1,NULL
1121105,112541,2658116,01/08/2021,400m,outdoor,45.46,seconds,5,Heats,OG,Tokyo,1,NULL
1121105,81430,2384172,01/10/2019,400m,outdoor,45.08,seconds,1,Heats,WC,Doha,1,NULL
1121105,134418,2988101,20/08/2023,400m,outdoor,45.07,seconds,4,Heats,WC,Budapest,1,NULL
1121105,134418,2988498,22/08/2023,400m,outdoor,45.29,seconds,4,Semi-finals,WC,Budapest,1,NULL
1120868,134418,2988103,20/08/2023,Long Jump,outdoor,5.99,metres,NULL,Heats,WC,Budapest,1,-0.5
1111676,134418,2988551,21/08/2023,400m Hurdles,outdoor,48.94,seconds,5,Semi-finals,WC,Budapest,1,NULL
1111158,112541,2659389,07/08/2021,10000m,outdoor,1796.18,seconds,2,Finals,OG,Tokyo,1,NULL
1110625,126941,2831950,20/07/2022,5000m,outdoor,946.12,seconds,13,Heats,WC,Eugene OR,1,NULL
1110408,112541,2659164,04/08/2021,3000m Steeplechase,outdoor,590.96,seconds,14,Finals,OG,Tokyo,1,NULL
1110408,142291,3147153,04/08/2024,3000m Steeplechase,outdoor,562.48,seconds,7,Heats,OG,Paris,1,NULL
1110408,112541,2658180,01/08/2021,3000m Steeplechase,outdoor,585.37,seconds,13,Heats,OG,Tokyo,1,NULL
1110408,126941,2830562,16/07/2022,3000m Steeplechase,outdoor,568.24,seconds,9,Heats,WC,Eugene OR,1,NULL
1110408,134418,2988571,23/08/2023,3000m Steeplechase,outdoor,574.41,seconds,8,Heats,WC,Budapest,1,NULL
1109288,126941,2830557,15/07/2022,1500m,outdoor,245.13,seconds,5,Heats,WC,Eugene OR,1,NULL
1109288,126941,2830601,16/07/2022,1500m,outdoor,244.62,seconds,8,Semi-finals,WC,Eugene OR,1,NULL
1109288,81430,2426510,02/10/2019,5000m,outdoor,928.65,seconds,11,Heats,WC,Doha,1,NULL
1109288,142291,3147080,02/08/2024,5000m,outdoor,931.85,seconds,14,Heats,OG,Paris,1,NULL
1109288,112541,2658136,02/08/2021,1500m,outdoor,254.83,seconds,15,Heats,OG,Tokyo,1,NULL
1109288,123073,2753621,18/03/2022,3000m,indoor,528.73,seconds,11,Finals,WC,Beograd,1,NULL
1109255,126941,2831668,18/07/2022,High Jump,outdoor,2.27,metres,6,Finals,WC,Eugene OR,1,NULL
1109255,81430,2391243,01/10/2019,High Jump,outdoor,2.22,metres,23,Quarter-finals,WC,Doha,1,NULL
1109255,126941,2830457,15/07/2022,High Jump,outdoor,2.28,metres,1,Quarter-finals,WC,Eugene OR,1,NULL
1109255,112541,2657924,30/07/2021,High Jump,outdoor,2.28,metres,1,Quarter-finals,OG,Tokyo,1,NULL
1109255,112541,2658193,01/08/2021,High Jump,outdoor,2.3,metres,8,Finals,OG,Tokyo,1,NULL
1109255,134418,2988083,20/08/2023,High Jump,outdoor,2.22,metres,27,Quarter-finals,WC,Budapest,1,NULL
1130118,81430,2410588,05/10/2019,Javelin Throw,outdoor,72.75,metres,30,Quarter-finals,WC,Doha,1,NULL
1108468,112579,2700858,08/08/2021,Marathon,outdoor,7841,seconds,6,Finals,OG,Sapporo,1,NULL
1108468,112541,2659454,08/08/2021,Marathon,outdoor,7841,seconds,6,Finals,OG,Tokyo,1,NULL
1108468,142291,3148725,10/08/2024,Marathon,outdoor,7765,seconds,13,Finals,OG,Paris,1,NULL
1097009,112541,2659024,03/08/2021,200m,outdoor,20.37,seconds,1,Heats,OG,Tokyo,1,-0.6
1096651,81430,2379430,30/09/2019,400m,outdoor,51.66,seconds,5,Heats,WC,Doha,1,NULL
1096651,81430,2464050,01/10/2019,400m,outdoor,51.62,seconds,4,Semi-finals,WC,Doha,1,NULL
1096601,81430,2376415,30/09/2019,110m Hurdles,outdoor,13.67,seconds,3,Heats,WC,Doha,1,-0.4
1096601,81430,2399920,02/10/2019,110m Hurdles,outdoor,13.57,seconds,5,Semi-finals,WC,Doha,1,0.6
1096156,81430,2383973,02/10/2019,Discus Throw,outdoor,62.33,metres,10,Quarter-finals,WC,Doha,1,NULL
1096156,112541,2658100,31/07/2021,Discus Throw,outdoor,57.9,metres,24,Quarter-finals,OG,Tokyo,1,NULL
1096156,126941,2831667,18/07/2022,Discus Throw,outdoor,60.08,metres,14,Quarter-finals,WC,Eugene OR,1,NULL
1096156,81430,2467457,04/10/2019,Discus Throw,outdoor,62.44,metres,6,Finals,WC,Doha,1,NULL
1095520,123073,2753533,18/03/2022,Shot Put,indoor,13.02,metres,NULL,Single race,WC,Beograd,1,NULL
1095520,81430,2465102,04/10/2019,Heptathlon,outdoor,6981,points,1,Finals,WC,Doha,1,NULL
1095520,123073,2753556,18/03/2022,60m Hurdles,indoor,8.45,seconds,NULL,Single race,WC,Beograd,1,NULL
1095520,123073,2753604,18/03/2022,Long Jump,indoor,6.08,metres,NULL,Heats,WC,Beograd,1,NULL
1095520,123073,2753559,18/03/2022,High Jump,indoor,1.83,metres,NULL,Single race,WC,Beograd,1,NULL
1095520,126941,2831681,18/07/2022,Heptathlon,outdoor,6222,points,8,Finals,WC,Eugene OR,1,NULL
1095520,81430,2462733,02/10/2019,High Jump,outdoor,1.95,metres,NULL,Heats,WC,Doha,1,NULL
1095520,81430,2462393,02/10/2019,200m,outdoor,23.08,seconds,NULL,Heats,WC,Doha,1,1
1095520,126941,2831328,17/07/2022,200m,outdoor,23.62,seconds,NULL,Heats,WC,Eugene OR,1,1.4
1095520,126941,2831493,17/07/2022,100m Hurdles,outdoor,13.55,seconds,NULL,Heats,WC,Eugene OR,1,1.4
1095520,126941,2831616,18/07/2022,Long Jump,outdoor,6.28,metres,NULL,Heats,WC,Eugene OR,1,2.2
1095520,112541,2659099,04/08/2021,Shot Put,outdoor,13.31,metres,NULL,Heats,OG,Tokyo,1,NULL
1095520,81430,1040779,02/10/2019,200m,outdoor,23.08,seconds,1,Heats,WC,Doha,1,1
1095520,81430,2423087,02/10/2019,100m Hurdles,outdoor,13.09,seconds,NULL,Heats,WC,Doha,1,0.6
1109706,126941,2830535,16/07/2022,10000m,outdoor,1835.93,seconds,11,Finals,WC,Eugene OR,1,NULL
1109706,126941,2832245,23/07/2022,5000m,outdoor,919.88,seconds,13,Finals,WC,Eugene OR,1,NULL
1109706,134418,2988009,19/08/2023,10000m,outdoor,1895.38,seconds,8,Finals,WC,Budapest,1,NULL
1109531,81430,2457588,01/10/2019,400m Hurdles,outdoor,55.68,seconds,6,Heats,WC,Doha,1,NULL
1109531,142291,3147160,04/08/2024,400m Hurdles,outdoor,54.8,seconds,4,Heats,OG,Paris,1,NULL
1109531,142291,3147918,06/08/2024,400m Hurdles,outdoor,55.96,seconds,8,Semi-finals,OG,Paris,1,NULL
1109531,81430,2418099,02/10/2019,400m Hurdles,outdoor,55.25,seconds,5,Semi-finals,WC,Doha,1,NULL
1109531,112541,2658105,31/07/2021,400m Hurdles,outdoor,56.38,seconds,8,Heats,OG,Tokyo,1,NULL
1109531,134418,2988421,22/08/2023,400m Hurdles,outdoor,56.06,seconds,7,Semi-finals,WC,Budapest,1,NULL
1109531,134418,2988228,21/08/2023,400m Hurdles,outdoor,55.13,seconds,3,Heats,WC,Budapest,1,NULL
1109507,142291,3148762,11/08/2024,Marathon,outdoor,8890,seconds,16,Finals,OG,Paris,1,NULL
1109507,112579,2659404,07/08/2021,Marathon,outdoor,9096,seconds,12,Finals,OG,Sapporo,1,NULL
1109479,112541,2657908,30/07/2021,100m,outdoor,10.82,seconds,1,Heats,OG,Tokyo,1,0.1
1109479,126941,2830548,16/07/2022,100m,outdoor,11.15,seconds,1,Heats,WC,Eugene OR,1,0.2
1109479,112541,2658130,31/07/2021,100m,outdoor,10.61,seconds,1,Finals,OG,Tokyo,1,-0.6
1109479,81430,2401106,29/09/2019,100m,outdoor,11,seconds,2,Semi-finals,WC,Doha,1,0.8
1109479,81430,2419934,30/09/2019,200m,outdoor,22.61,seconds,2,Heats,WC,Doha,1,0.7
1109479,112541,2658179,02/08/2021,200m,outdoor,22.86,seconds,3,Heats,OG,Tokyo,1,0.4
1109479,112541,2658168,31/07/2021,100m,outdoor,10.76,seconds,1,Semi-finals,OG,Tokyo,1,0
1109479,112541,2658375,02/08/2021,200m,outdoor,21.66,seconds,1,Semi-finals,OG,Tokyo,1,0.3
1109479,112541,2658935,03/08/2021,200m,outdoor,21.53,seconds,1,Finals,OG,Tokyo,1,0.8
1109479,81430,2437357,29/09/2019,100m,outdoor,10.93,seconds,4,Finals,WC,Doha,1,0.1
1109479,126941,2831289,17/07/2022,100m,outdoor,10.81,seconds,3,Finals,WC,Eugene OR,1,0.8
1109479,126941,2832065,21/07/2022,200m,outdoor,22.39,seconds,7,Finals,WC,Eugene OR,1,0.6
1089640,142291,3148510,09/08/2024,Javelin Throw,outdoor,46.45,metres,NULL,Heats,OG,Paris,1,NULL
1089640,142291,3148426,08/08/2024,High Jump,outdoor,1.71,metres,NULL,Heats,OG,Paris,1,NULL
1089070,81430,2423087,02/10/2019,100m Hurdles,outdoor,13.47,seconds,NULL,Heats,WC,Doha,1,0.5
1089070,81430,2429475,03/10/2019,Javelin Throw,outdoor,46.11,metres,NULL,Heats,WC,Doha,1,NULL
1089070,81430,2425470,03/10/2019,Long Jump,outdoor,5.79,metres,NULL,Heats,WC,Doha,1,0.4
1089070,81430,979166,02/10/2019,Shot Put,outdoor,12.58,metres,NULL,Heats,WC,Doha,1,NULL
1089070,81430,996741,04/10/2019,800m,outdoor,136.85,seconds,NULL,Heats,WC,Doha,1,NULL
1089070,81430,1040779,02/10/2019,200m,outdoor,24.95,seconds,2,Heats,WC,Doha,1,1
1089070,81430,2462393,02/10/2019,200m,outdoor,24.95,seconds,NULL,Heats,WC,Doha,1,1
1089070,81430,2462733,02/10/2019,High Jump,outdoor,1.74,metres,NULL,Heats,WC,Doha,1,NULL
1089070,81430,2465102,04/10/2019,Heptathlon,outdoor,5987,points,16,Finals,WC,Doha,1,NULL
1089021,112541,2658098,30/07/2021,Triple Jump,outdoor,13.02,metres,30,Quarter-finals,OG,Tokyo,1,0.5
1088852,81430,2379430,30/09/2019,400m,outdoor,52.25,seconds,5,Heats,WC,Doha,1,NULL
