AthleteGUID,CompetitionID,EventID,dateid,EventName,Terrain,PerformanceValues,PerformanceUnits,CompPosition,CompRound,CompName,CompVenue,ValidPerformance,EventWind
1236199,135095,3008244,01/03/2024,60m,indoor,6.73,seconds,7,Semi-finals,WC,Glasgow,1,NULL
1236056,112579,2659360,06/08/2021,50km Walk,outdoor,15340,seconds,43,Finals,OG,Sapporo,1,NULL
1234266,142291,3147906,06/08/2024,400m Hurdles,outdoor,48.67,seconds,2,Quarter-finals,OG,Paris,1,NULL
1234266,142291,3148213,07/08/2024,400m Hurdles,outdoor,48.78,seconds,5,Semi-finals,OG,Paris,1,NULL
1234266,142291,3147269,05/08/2024,400m Hurdles,outdoor,49.38,seconds,4,Heats,OG,Paris,1,NULL
1234266,134418,2988080,20/08/2023,400m Hurdles,outdoor,49,seconds,6,Heats,WC,Budapest,1,NULL
1234266,134418,2988551,21/08/2023,400m Hurdles,outdoor,48.71,seconds,5,Semi-finals,WC,Budapest,1,NULL
1233473,134418,2988319,21/08/2023,400m,outdoor,51.24,seconds,5,Semi-finals,WC,Budapest,1,NULL
1233473,134418,2988077,20/08/2023,400m,outdoor,50.38,seconds,1,Heats,WC,Budapest,1,NULL
1264351,126941,2832078,21/07/2022,200m,outdoor,19.84,seconds,4,Finals,WC,Eugene OR,1,0.4
1264351,142291,3147517,05/08/2024,200m,outdoor,20.2,seconds,1,Heats,OG,Paris,1,0.1
1264351,126941,2831654,18/07/2022,200m,outdoor,20.12,seconds,1,Heats,WC,Eugene OR,1,1
1264351,112541,2659024,03/08/2021,200m,outdoor,20.46,seconds,2,Heats,OG,Tokyo,1,-0.7
1264351,112541,2659084,04/08/2021,200m,outdoor,19.98,seconds,5,Finals,OG,Tokyo,1,-0.5
1264351,126941,2831748,19/07/2022,200m,outdoor,19.92,seconds,2,Semi-finals,WC,Eugene OR,1,-0.1
1264351,112541,2658912,03/08/2021,200m,outdoor,19.99,seconds,2,Semi-finals,OG,Tokyo,1,-0.4
1264017,134640,2994011,01/10/2023,Half Marathon,outdoor,3550,seconds,1,Finals,WC,Rīga,1,NULL
1263916,126941,2830539,15/07/2022,100m,outdoor,10.18,seconds,4,Heats,WC,Eugene OR,1,0.5
1263916,112541,2658118,31/07/2021,100m,outdoor,10.13,seconds,4,Heats,OG,Tokyo,1,0.8
1263916,142291,3147124,03/08/2024,100m,outdoor,10.08,seconds,2,Heats,OG,Paris,1,0.6
1263916,142291,3147402,04/08/2024,100m,outdoor,10.17,seconds,9,Semi-finals,OG,Paris,1,0.7
1263797,126941,2830350,15/07/2022,Hammer Throw,outdoor,76.03,metres,10,Quarter-finals,WC,Eugene OR,1,NULL
1263797,126941,2830545,16/07/2022,Hammer Throw,outdoor,77.04,metres,9,Finals,WC,Eugene OR,1,NULL
1263797,142291,3146971,02/08/2024,Hammer Throw,outdoor,75.53,metres,11,Quarter-finals,OG,Paris,1,NULL
1263797,142291,3147155,04/08/2024,Hammer Throw,outdoor,73.34,metres,12,Finals,OG,Paris,1,NULL
1263797,112541,2658209,02/08/2021,Hammer Throw,outdoor,72.19,metres,25,Quarter-finals,OG,Tokyo,1,NULL
1263797,81430,2449235,01/10/2019,Hammer Throw,outdoor,72.96,metres,23,Quarter-finals,WC,Doha,1,NULL
1263797,134418,2988011,19/08/2023,Hammer Throw,outdoor,74.05,metres,14,Quarter-finals,WC,Budapest,1,NULL
1262803,142291,3146911,01/08/2024,20km Walk,outdoor,4896,seconds,23,Finals,OG,Paris,1,NULL
1262803,112579,2659274,05/08/2021,20km Walk,outdoor,5086,seconds,22,Finals,OG,Sapporo,1,NULL
1262510,142291,3148109,07/08/2024,Javelin Throw,outdoor,55.3,metres,30,Quarter-finals,OG,Paris,1,NULL
1262510,134418,2988586,23/08/2023,Javelin Throw,outdoor,58.3,metres,17,Quarter-finals,WC,Budapest,1,NULL
1233473,142291,3148099,07/08/2024,400m,outdoor,50.77,seconds,4,Semi-finals,OG,Paris,1,NULL
1233473,142291,3147525,05/08/2024,400m,outdoor,50.02,seconds,1,Heats,OG,Paris,1,NULL
1233088,123073,2753621,18/03/2022,3000m,indoor,526.39,seconds,7,Finals,WC,Beograd,1,NULL
1233088,112541,2659389,07/08/2021,10000m,outdoor,1881.36,seconds,13,Finals,OG,Tokyo,1,NULL
1233088,126941,2830535,16/07/2022,10000m,outdoor,1859.85,seconds,13,Finals,WC,Eugene OR,1,NULL
1233088,134418,2988009,19/08/2023,10000m,outdoor,1892.29,seconds,5,Finals,WC,Budapest,1,NULL
1233088,134418,2988590,23/08/2023,5000m,outdoor,903.35,seconds,7,Heats,WC,Budapest,1,NULL
1233088,134418,2988880,26/08/2023,5000m,outdoor,904.08,seconds,14,Finals,WC,Budapest,1,NULL
1233074,134418,2988613,23/08/2023,200m,outdoor,21.04,seconds,7,Heats,WC,Budapest,1,-0.5
1233074,81430,2390589,30/09/2019,200m,outdoor,20.74,seconds,6,Heats,WC,Doha,1,0.2
1233074,112541,2658118,31/07/2021,100m,outdoor,10.77,seconds,8,Heats,OG,Tokyo,1,0.2
1233074,112541,2658096,31/07/2021,100m,outdoor,10.61,seconds,2,Single race,OG,Tokyo,1,0.9
1233074,126941,2831748,19/07/2022,200m,outdoor,20.65,seconds,8,Semi-finals,WC,Eugene OR,1,1.1
1233074,126941,2831654,18/07/2022,200m,outdoor,20.44,seconds,2,Heats,WC,Eugene OR,1,1
1232079,142291,3147917,06/08/2024,1500m,outdoor,242.67,seconds,1,Heats,OG,Paris,1,NULL
1232079,134418,2988524,22/08/2023,1500m,outdoor,237.9,seconds,5,Finals,WC,Budapest,1,NULL
1232079,134418,2988014,19/08/2023,1500m,outdoor,240.87,seconds,1,Heats,WC,Budapest,1,NULL
1232079,134418,2988100,20/08/2023,1500m,outdoor,242.14,seconds,1,Semi-finals,WC,Budapest,1,NULL
1232079,142291,3148387,08/08/2024,1500m,outdoor,243.24,seconds,11,Semi-finals,OG,Paris,1,NULL
1231979,81430,2384172,01/10/2019,400m,outdoor,48.13,seconds,7,Heats,WC,Doha,1,NULL
1231142,112579,2659391,06/08/2021,20km Walk,outdoor,5439,seconds,6,Finals,OG,Sapporo,1,NULL
1231142,142291,3146913,01/08/2024,20km Walk,outdoor,5185,seconds,3,Finals,OG,Paris,1,NULL
1231142,126941,2830534,15/07/2022,20km Walk,outdoor,5297,seconds,4,Finals,WC,Eugene OR,1,NULL
1231142,81430,2420960,30/09/2019,20km Walk,outdoor,5814,seconds,10,Finals,WC,Doha,1,NULL
1265274,123073,2753731,19/03/2022,Pole Vault,indoor,4.9,metres,NULL,Heats,WC,Beograd,1,NULL
1265274,123073,2753820,19/03/2022,60m Hurdles,indoor,8.12,seconds,NULL,Heats,WC,Beograd,1,NULL
1265258,142291,3147162,04/08/2024,Hammer Throw,outdoor,66.99,metres,25,Quarter-finals,OG,Paris,1,NULL
1263837,123073,2753510,18/03/2022,3000m,indoor,476.61,seconds,8,Heats,WC,Beograd,1,NULL
1261515,142291,3147128,03/08/2024,Pole Vault,outdoor,5.6,metres,15,Quarter-finals,OG,Paris,1,NULL
1261146,142291,3147061,02/08/2024,1500m,outdoor,221.78,seconds,14,Heats,OG,Paris,1,NULL
1261146,142291,3147157,04/08/2024,1500m,outdoor,215.26,seconds,9,Semi-finals,OG,Paris,1,NULL
1261146,142291,3147136,03/08/2024,1500m,outdoor,212.84,seconds,1,Quarter-finals,OG,Paris,1,NULL
1261146,135095,3033278,02/03/2024,3000m,indoor,482.66,seconds,11,Finals,WC,Glasgow,1,NULL
1260972,135095,3006573,02/03/2024,60m Hurdles,indoor,7.76,seconds,2,Heats,WC,Glasgow,1,NULL
1260972,134418,2988071,20/08/2023,110m Hurdles,outdoor,13.69,seconds,7,Heats,WC,Budapest,1,0.5
1260168,134640,2994011,01/10/2023,Half Marathon,outdoor,3820,seconds,48,Finals,WC,Rīga,1,NULL
1256199,142291,3147079,02/08/2024,10000m,outdoor,1674.12,seconds,21,Finals,OG,Paris,1,NULL
1256140,142291,3147514,05/08/2024,Discus Throw,outdoor,58.66,metres,28,Quarter-finals,OG,Paris,1,NULL
1256140,134418,2988027,19/08/2023,Discus Throw,outdoor,62.57,metres,21,Quarter-finals,WC,Budapest,1,NULL
1255739,134418,2988014,19/08/2023,1500m,outdoor,254.86,seconds,14,Heats,WC,Budapest,1,NULL
1255739,135095,3006983,01/03/2024,1500m,indoor,255.29,seconds,6,Heats,WC,Glasgow,1,NULL
1255706,126941,2830855,17/07/2022,10000m,outdoor,1671.25,seconds,14,Finals,WC,Eugene OR,1,NULL
1255681,126941,2830855,17/07/2022,10000m,outdoor,1651,seconds,7,Finals,WC,Eugene OR,1,NULL
1255681,142291,3147079,02/08/2024,10000m,outdoor,1603.44,seconds,2,Finals,OG,Paris,1,NULL
1255681,112541,2658099,30/07/2021,10000m,outdoor,1666.16,seconds,4,Finals,OG,Tokyo,1,NULL
1255681,123073,2753510,18/03/2022,3000m,indoor,478.59,seconds,6,Heats,WC,Beograd,1,NULL
1255681,134418,2988075,20/08/2023,10000m,outdoor,1675.71,seconds,4,Finals,WC,Budapest,1,NULL
1255681,134418,2988795,24/08/2023,5000m,outdoor,813.23,seconds,4,Heats,WC,Budapest,1,NULL
1252064,126941,2830855,17/07/2022,10000m,outdoor,1681.49,seconds,16,Finals,WC,Eugene OR,1,NULL
1252064,81430,2466768,06/10/2019,10000m,outdoor,1701.92,seconds,15,Finals,WC,Doha,1,NULL
1252064,134418,2988795,24/08/2023,5000m,outdoor,815.81,seconds,10,Heats,WC,Budapest,1,NULL
1252064,134418,2988075,20/08/2023,10000m,outdoor,1680.29,seconds,7,Finals,WC,Budapest,1,NULL
1251978,112541,2659019,03/08/2021,1500m,outdoor,231.03,seconds,16,Heats,OG,Tokyo,1,NULL
1251786,142291,3148108,07/08/2024,800m,outdoor,106.05,seconds,6,Heats,OG,Paris,1,NULL
1251786,134418,2988487,22/08/2023,800m,outdoor,108.6,seconds,7,Heats,WC,Budapest,1,NULL
1251786,142291,3148425,08/08/2024,800m,outdoor,106.15,seconds,5,Quarter-finals,OG,Paris,1,NULL
1250952,135095,3030737,01/03/2024,400m,indoor,45.98,seconds,2,Semi-finals,WC,Glasgow,1,NULL
1250952,135095,3029961,01/03/2024,400m,indoor,46.35,seconds,2,Heats,WC,Glasgow,1,NULL
1250952,135095,3013145,02/03/2024,400m,indoor,45.86,seconds,4,Finals,WC,Glasgow,1,NULL
1250952,134418,2988101,20/08/2023,400m,outdoor,45.38,seconds,6,Heats,WC,Budapest,1,NULL
1250952,142291,3147524,04/08/2024,400m,outdoor,45.35,seconds,4,Heats,OG,Paris,1,NULL
1250952,142291,3147504,05/08/2024,400m,outdoor,45.64,seconds,5,Quarter-finals,OG,Paris,1,NULL
1250448,126941,2831501,17/07/2022,400m Hurdles,outdoor,49.34,seconds,6,Semi-finals,WC,Eugene OR,1,NULL
1250448,126941,2830552,16/07/2022,400m Hurdles,outdoor,50.19,seconds,4,Heats,WC,Eugene OR,1,NULL
1249447,142291,3147124,03/08/2024,100m,outdoor,10.28,seconds,5,Heats,OG,Paris,1,0.2
1249447,142291,3147135,03/08/2024,100m,outdoor,10.26,seconds,1,Single race,OG,Paris,1,0.2
1249146,126941,2830546,15/07/2022,Long Jump,outdoor,7.79,metres,20,Quarter-finals,WC,Eugene OR,1,0.3
1249146,142291,3147161,04/08/2024,Long Jump,outdoor,7.61,metres,26,Quarter-finals,OG,Paris,1,-0.1
1249146,135095,3004411,02/03/2024,Long Jump,indoor,7.69,metres,13,Finals,WC,Glasgow,1,NULL
1249146,134418,2988597,23/08/2023,Long Jump,outdoor,8,metres,12,Quarter-finals,WC,Budapest,1,-0.2
1249146,134418,2988745,24/08/2023,Long Jump,outdoor,7.77,metres,11,Finals,WC,Budapest,1,-0.6
1248944,135095,3010888,03/03/2024,1500m,indoor,220.04,seconds,10,Finals,WC,Glasgow,1,NULL
1264269,126941,2832152,21/07/2022,800m,outdoor,118.83,seconds,1,Heats,WC,Eugene OR,1,NULL
1264269,81430,2439559,27/09/2019,800m,outdoor,122.71,seconds,5,Heats,WC,Doha,1,NULL
1264269,112541,2658136,02/08/2021,1500m,outdoor,250.25,seconds,12,Heats,OG,Tokyo,1,NULL
1263728,134640,2994011,01/10/2023,Half Marathon,outdoor,3611,seconds,7,Finals,WC,Rīga,1,NULL
1263728,112541,2658987,03/08/2021,5000m,outdoor,825.81,seconds,14,Heats,OG,Tokyo,1,NULL
1263219,134418,2988597,23/08/2023,Long Jump,outdoor,7.23,metres,37,Quarter-finals,WC,Budapest,1,-0.4
1263170,81430,2384172,01/10/2019,400m,outdoor,46.19,seconds,4,Heats,WC,Doha,1,NULL
1262032,112579,2659391,06/08/2021,20km Walk,outdoor,5708,seconds,22,Finals,OG,Sapporo,1,NULL
1262032,142291,3146913,01/08/2024,20km Walk,outdoor,5886,seconds,40,Finals,OG,Paris,1,NULL
1262032,126941,2830534,15/07/2022,20km Walk,outdoor,5607,seconds,18,Finals,WC,Eugene OR,1,NULL
1262032,81430,2420960,30/09/2019,20km Walk,outdoor,5976,seconds,24,Finals,WC,Doha,1,NULL
1262032,112541,2659304,06/08/2021,20km Walk,outdoor,5708,seconds,22,Finals,OG,Tokyo,1,NULL
1261665,142291,3147791,06/08/2024,Long Jump,outdoor,6.87,metres,2,Quarter-finals,OG,Paris,1,0.1
1261665,123073,2754511,20/03/2022,Long Jump,indoor,6.57,metres,10,Finals,WC,Beograd,1,NULL
1261665,126941,2832182,23/07/2022,Long Jump,outdoor,6.6,metres,14,Quarter-finals,WC,Eugene OR,1,-0.4
1261665,134418,2988093,20/08/2023,Long Jump,outdoor,6.82,metres,5,Finals,WC,Budapest,1,0.8
1261665,142291,3148299,08/08/2024,Long Jump,outdoor,6.87,metres,4,Finals,OG,Paris,1,-0.1
1261665,135095,3022060,03/03/2024,Long Jump,indoor,6.69,metres,7,Finals,WC,Glasgow,1,NULL
1261665,134418,2988007,19/08/2023,Long Jump,outdoor,6.73,metres,6,Quarter-finals,WC,Budapest,1,1.4
1261012,142291,3148762,11/08/2024,Marathon,outdoor,9752,seconds,74,Finals,OG,Paris,1,NULL
1260303,112541,2658118,31/07/2021,100m,outdoor,10.97,seconds,9,Heats,OG,Tokyo,1,0.1
1260303,112541,2658096,31/07/2021,100m,outdoor,10.63,seconds,3,Single race,OG,Tokyo,1,0.9
1259691,126941,2830561,16/07/2022,110m Hurdles,outdoor,13.61,seconds,6,Heats,WC,Eugene OR,1,-0.5
1259691,123073,2753917,20/03/2022,60m Hurdles,indoor,7.75,seconds,8,Semi-finals,WC,Beograd,1,NULL
1261695,126941,2832181,23/07/2022,100m Hurdles,outdoor,13.12,seconds,4,Heats,WC,Eugene OR,1,0.7
1261549,126941,2831654,18/07/2022,200m,outdoor,20.9,seconds,6,Heats,WC,Eugene OR,1,1
1261549,134418,2988613,23/08/2023,200m,outdoor,20.86,seconds,5,Heats,WC,Budapest,1,-0.1
1261524,142291,3148762,11/08/2024,Marathon,outdoor,9020,seconds,30,Finals,OG,Paris,1,NULL
1261524,134640,2993946,01/10/2023,Half Marathon,outdoor,4177,seconds,11,Finals,WC,Rīga,1,NULL
1261391,134418,2988727,25/08/2023,Triple Jump,outdoor,14.96,metres,3,Finals,WC,Budapest,1,0.1
1261391,134418,2988573,23/08/2023,Triple Jump,outdoor,14.5,metres,5,Quarter-finals,WC,Budapest,1,-1.2
1261391,135095,3029430,03/03/2024,Triple Jump,indoor,14.9,metres,2,Finals,WC,Glasgow,1,NULL
1261391,142291,3147057,02/08/2024,Triple Jump,outdoor,14.68,metres,1,Quarter-finals,OG,Paris,1,0
1261391,126941,2830559,16/07/2022,Triple Jump,outdoor,14.3,metres,11,Quarter-finals,WC,Eugene OR,1,0.7
1261391,142291,3147109,03/08/2024,Triple Jump,outdoor,14.62,metres,5,Finals,OG,Paris,1,0.6
1261391,126941,2831682,18/07/2022,Triple Jump,outdoor,14.7,metres,4,Finals,WC,Eugene OR,1,1.9
1261391,123073,2754567,20/03/2022,Triple Jump,indoor,13.99,metres,11,Finals,WC,Beograd,1,NULL
1261065,142291,3147402,04/08/2024,100m,outdoor,10.14,seconds,7,Semi-finals,OG,Paris,1,0.7
1261065,142291,3147124,03/08/2024,100m,outdoor,10.12,seconds,2,Heats,OG,Paris,1,0.2
1261065,126941,2830539,15/07/2022,100m,outdoor,10.4,seconds,6,Heats,WC,Eugene OR,1,-0.1
1261065,135095,3021806,01/03/2024,60m,indoor,6.59,seconds,1,Heats,WC,Glasgow,1,NULL
1261065,135095,3008244,01/03/2024,60m,indoor,6.53,seconds,2,Semi-finals,WC,Glasgow,1,NULL
1260189,134418,2988613,23/08/2023,200m,outdoor,20.9,seconds,5,Heats,WC,Budapest,1,-0.2
1258425,134640,2993946,01/10/2023,Half Marathon,outdoor,4054,seconds,3,Finals,WC,Rīga,1,NULL
1258307,112541,2657707,30/07/2021,Discus Throw,outdoor,58.65,metres,27,Quarter-finals,OG,Tokyo,1,NULL
1257256,142291,3147778,06/08/2024,200m,outdoor,20.9,seconds,5,Quarter-finals,OG,Paris,1,0
1257256,142291,3147517,05/08/2024,200m,outdoor,20.77,seconds,8,Heats,OG,Paris,1,0.1
1257256,134418,2988613,23/08/2023,200m,outdoor,21.16,seconds,7,Heats,WC,Budapest,1,-0.1
1231142,112541,2659304,06/08/2021,20km Walk,outdoor,5439,seconds,6,Finals,OG,Tokyo,1,NULL
1231142,134418,2988082,20/08/2023,20km Walk,outdoor,5236,seconds,2,Finals,WC,Budapest,1,NULL
1230742,112541,2658153,01/08/2021,400m Hurdles,outdoor,49.35,seconds,6,Semi-finals,OG,Tokyo,1,NULL
1230742,112541,2657563,30/07/2021,400m Hurdles,outdoor,49.21,seconds,3,Heats,OG,Tokyo,1,NULL
1230726,112579,2659274,05/08/2021,20km Walk,outdoor,4936,seconds,8,Finals,OG,Sapporo,1,NULL
1230726,142291,3146911,01/08/2024,20km Walk,outdoor,4796,seconds,10,Finals,OG,Paris,1,NULL
1230726,126941,2830558,15/07/2022,20km Walk,outdoor,5075,seconds,23,Finals,WC,Eugene OR,1,NULL
1230726,134418,2988050,19/08/2023,20km Walk,outdoor,4993,seconds,29,Finals,WC,Budapest,1,NULL
1229865,81430,2457588,01/10/2019,400m Hurdles,outdoor,57.66,seconds,6,Heats,WC,Doha,1,NULL
1229680,134418,2988613,23/08/2023,200m,outdoor,20.54,seconds,3,Heats,WC,Budapest,1,-0.1
1229680,134418,2988729,24/08/2023,200m,outdoor,20.75,seconds,7,Semi-finals,WC,Budapest,1,0
1228703,134418,2988050,19/08/2023,20km Walk,outdoor,4710,seconds,8,Finals,WC,Budapest,1,NULL
1228703,126941,2830558,15/07/2022,20km Walk,outdoor,5008,seconds,17,Finals,WC,Eugene OR,1,NULL
1228703,142291,3146911,01/08/2024,20km Walk,outdoor,4796,seconds,11,Finals,OG,Paris,1,NULL
1228703,112579,2659274,05/08/2021,20km Walk,outdoor,5040,seconds,17,Finals,OG,Sapporo,1,NULL
1228175,142291,3146913,01/08/2024,20km Walk,outdoor,5395,seconds,15,Finals,OG,Paris,1,NULL
1228175,134418,2988082,20/08/2023,20km Walk,outdoor,5443,seconds,16,Finals,WC,Budapest,1,NULL
1228168,142291,3148215,07/08/2024,Triple Jump,outdoor,16.4,metres,23,Quarter-finals,OG,Paris,1,1.1
1228118,142291,3147136,03/08/2024,1500m,outdoor,214.45,seconds,6,Quarter-finals,OG,Paris,1,NULL
1228118,142291,3147061,02/08/2024,1500m,outdoor,217.68,seconds,8,Heats,OG,Paris,1,NULL
1228118,134418,2988099,20/08/2023,1500m,outdoor,222.1,seconds,13,Semi-finals,WC,Budapest,1,NULL
1228118,134418,2988001,19/08/2023,1500m,outdoor,214.17,seconds,3,Heats,WC,Budapest,1,NULL
1227255,134418,2988001,19/08/2023,1500m,outdoor,214.48,seconds,4,Heats,WC,Budapest,1,NULL
1227255,135095,3033278,02/03/2024,3000m,indoor,466.46,seconds,7,Finals,WC,Glasgow,1,NULL
1256051,134418,2988551,21/08/2023,400m Hurdles,outdoor,49.57,seconds,7,Semi-finals,WC,Budapest,1,NULL
1256051,134418,2988080,20/08/2023,400m Hurdles,outdoor,49.25,seconds,4,Heats,WC,Budapest,1,NULL
1256051,142291,3147906,06/08/2024,400m Hurdles,outdoor,49.59,seconds,4,Quarter-finals,OG,Paris,1,NULL
1256051,142291,3147269,05/08/2024,400m Hurdles,outdoor,49.9,seconds,8,Heats,OG,Paris,1,NULL
1255384,126941,2831737,19/07/2022,200m,outdoor,22.49,seconds,5,Semi-finals,WC,Eugene OR,1,1.4
1255384,126941,2831666,18/07/2022,200m,outdoor,22.61,seconds,3,Heats,WC,Eugene OR,1,0.9
1255384,126941,2831327,17/07/2022,100m,outdoor,11.16,seconds,4,Semi-finals,WC,Eugene OR,1,-0.2
1255384,112541,2657908,30/07/2021,100m,outdoor,11,seconds,3,Heats,OG,Tokyo,1,1.3
1255384,126941,2830548,16/07/2022,100m,outdoor,11.16,seconds,2,Heats,WC,Eugene OR,1,0.2
1255384,112541,2658168,31/07/2021,100m,outdoor,11.07,seconds,5,Semi-finals,OG,Tokyo,1,0.3
1255384,112541,2658179,02/08/2021,200m,outdoor,22.47,seconds,3,Heats,OG,Tokyo,1,0.3
1255384,112541,2658375,02/08/2021,200m,outdoor,22.47,seconds,4,Semi-finals,OG,Tokyo,1,0.1
1254241,142291,3146992,02/08/2024,High Jump,outdoor,1.88,metres,19,Quarter-finals,OG,Paris,1,NULL
1253636,112541,2658116,01/08/2021,400m,outdoor,45.67,seconds,4,Heats,OG,Tokyo,1,NULL
1253630,142291,3146913,01/08/2024,20km Walk,outdoor,5234,seconds,5,Finals,OG,Paris,1,NULL
1253630,112579,2659391,06/08/2021,20km Walk,outdoor,5433,seconds,5,Finals,OG,Sapporo,1,NULL
1253630,126941,2830534,15/07/2022,20km Walk,outdoor,5380,seconds,7,Finals,WC,Eugene OR,1,NULL
1253630,112541,2659304,06/08/2021,20km Walk,outdoor,5433,seconds,5,Finals,OG,Tokyo,1,NULL
1253630,134418,2988082,20/08/2023,20km Walk,outdoor,5256,seconds,5,Finals,WC,Budapest,1,NULL
1252904,142291,3148425,08/08/2024,800m,outdoor,105.72,seconds,3,Quarter-finals,OG,Paris,1,NULL
1252904,142291,3148108,07/08/2024,800m,outdoor,105.42,seconds,4,Heats,OG,Paris,1,NULL
1252784,126941,2831748,19/07/2022,200m,outdoor,20.47,seconds,5,Semi-finals,WC,Eugene OR,1,-0.1
1252784,126941,2831654,18/07/2022,200m,outdoor,20.29,seconds,2,Heats,WC,Eugene OR,1,0.4
1252784,134418,2988613,23/08/2023,200m,outdoor,20.34,seconds,3,Heats,WC,Budapest,1,-0.5
1255681,134418,2988980,27/08/2023,5000m,outdoor,792.99,seconds,8,Finals,WC,Budapest,1,NULL
1255279,134418,2988010,19/08/2023,100m,outdoor,10.32,seconds,6,Heats,WC,Budapest,1,-0.4
1255279,142291,3147124,03/08/2024,100m,outdoor,10.31,seconds,6,Heats,OG,Paris,1,0
1254511,142291,3147517,05/08/2024,200m,outdoor,20.58,seconds,6,Heats,OG,Paris,1,0.2
1254511,142291,3147778,06/08/2024,200m,outdoor,20.57,seconds,3,Quarter-finals,OG,Paris,1,0.6
1254160,142291,3148215,07/08/2024,Triple Jump,outdoor,16.8,metres,10,Quarter-finals,OG,Paris,1,0.6
1254160,142291,3148594,09/08/2024,Triple Jump,outdoor,16.3,metres,12,Finals,OG,Paris,1,0.4
1253811,135095,3010171,01/03/2024,800m,indoor,106.34,seconds,3,Heats,WC,Glasgow,1,NULL
1253811,142291,3148108,07/08/2024,800m,outdoor,106.03,seconds,7,Heats,OG,Paris,1,NULL
1253811,142291,3148425,08/08/2024,800m,outdoor,106.59,seconds,4,Quarter-finals,OG,Paris,1,NULL
1253811,135095,3032116,02/03/2024,800m,indoor,108.47,seconds,6,Semi-finals,WC,Glasgow,1,NULL
1252397,134418,2988101,20/08/2023,400m,outdoor,45.58,seconds,4,Heats,WC,Budapest,1,NULL
1252397,142291,3147504,05/08/2024,400m,outdoor,45.4,seconds,1,Quarter-finals,OG,Paris,1,NULL
1252397,142291,3147524,04/08/2024,400m,outdoor,45.6,seconds,7,Heats,OG,Paris,1,NULL
1252397,142291,3147765,06/08/2024,400m,outdoor,45.24,seconds,7,Semi-finals,OG,Paris,1,NULL
1251101,142291,3148614,09/08/2024,Shot Put,outdoor,19.28,metres,4,Finals,OG,Paris,1,NULL
1251101,142291,3148414,08/08/2024,Shot Put,outdoor,18.58,metres,8,Quarter-finals,OG,Paris,1,NULL
1250749,126941,2832200,22/07/2022,Pole Vault,outdoor,5.65,metres,7,Quarter-finals,WC,Eugene OR,1,NULL
1250749,142291,3147128,03/08/2024,Pole Vault,outdoor,5.6,metres,15,Quarter-finals,OG,Paris,1,NULL
1250732,134418,2988083,20/08/2023,High Jump,outdoor,2.14,metres,32,Quarter-finals,WC,Budapest,1,NULL
1249273,81430,2420960,30/09/2019,20km Walk,outdoor,6390,seconds,36,Finals,WC,Doha,1,NULL
1249273,112579,2659391,06/08/2021,20km Walk,outdoor,5707,seconds,21,Finals,OG,Sapporo,1,NULL
1249273,126941,2830534,15/07/2022,20km Walk,outdoor,5556,seconds,16,Finals,WC,Eugene OR,1,NULL
1249273,112541,2659304,06/08/2021,20km Walk,outdoor,5707,seconds,21,Finals,OG,Tokyo,1,NULL
1248944,135095,3022321,01/03/2024,1500m,indoor,218.96,seconds,1,Heats,WC,Glasgow,1,NULL
1144987,142291,3148401,08/08/2024,Javelin Throw,outdoor,87.4,metres,6,Finals,OG,Paris,1,NULL
1144987,126941,2832169,21/07/2022,Javelin Throw,outdoor,87.28,metres,3,Quarter-finals,WC,Eugene OR,1,NULL
1179631,81430,2428063,06/10/2019,Javelin Throw,outdoor,86.89,metres,1,Finals,WC,Doha,1,NULL
1247081,134418,2988027,19/08/2023,Discus Throw,outdoor,60.4,metres,31,Quarter-finals,WC,Budapest,1,NULL
1246891,134418,2988071,20/08/2023,110m Hurdles,outdoor,13.36,seconds,3,Heats,WC,Budapest,1,-0.9
1246891,134418,2988318,21/08/2023,110m Hurdles,outdoor,13.19,seconds,2,Semi-finals,WC,Budapest,1,-0.2
1246891,134418,2988307,21/08/2023,110m Hurdles,outdoor,13.09,seconds,3,Finals,WC,Budapest,1,0
1246891,142291,3148418,08/08/2024,110m Hurdles,outdoor,13.09,seconds,2,Finals,OG,Paris,1,-0.1
1246891,142291,3148098,07/08/2024,110m Hurdles,outdoor,13.1,seconds,2,Semi-finals,OG,Paris,1,0.6
1246891,142291,3147156,04/08/2024,110m Hurdles,outdoor,13.43,seconds,3,Heats,OG,Paris,1,1.1
1246891,112541,2658986,03/08/2021,110m Hurdles,outdoor,13.41,seconds,2,Heats,OG,Tokyo,1,-0.1
1246891,112541,2658934,04/08/2021,110m Hurdles,outdoor,13.33,seconds,5,Semi-finals,OG,Tokyo,1,0.3
1246765,142291,3147491,05/08/2024,3000m Steeplechase,outdoor,505.75,seconds,10,Heats,OG,Paris,1,NULL
1246639,134418,2988613,23/08/2023,200m,outdoor,21.2,seconds,7,Heats,WC,Budapest,1,-0.2
1246555,142291,3148762,11/08/2024,Marathon,outdoor,8941,seconds,18,Finals,OG,Paris,1,NULL
1245570,134418,2988098,20/08/2023,100m,outdoor,11.18,seconds,3,Heats,WC,Budapest,1,0.9
1245570,134418,2988146,21/08/2023,100m,outdoor,11.26,seconds,8,Semi-finals,WC,Budapest,1,-0.4
1245570,135095,3031041,02/03/2024,60m,indoor,7.23,seconds,3,Heats,WC,Glasgow,1,NULL
1245570,134418,2988578,23/08/2023,200m,outdoor,23.24,seconds,4,Heats,WC,Budapest,1,-1.3
