AthleteGUID,CompetitionID,EventID,dateid,EventName,Terrain,PerformanceValues,PerformanceUnits,CompPosition,CompRound,CompName,CompVenue,ValidPerformance,EventWind,AthleteName,AthleteGender,Nationality
1172448,126941,2831654,18/07/2022,200m,outdoor,20.17,seconds,1.0,Heats,WC,Eugene OR,1,0.4,Fred Kerley,M         ,USA
1172448,126941,2830589,16/07/2022,100m,outdoor,10.02,seconds,1.0,Semi-finals,WC,Eugene OR,1,0.1,Fred Kerley,M         ,USA
1172448,142291,3147124,03/08/2024,100m,outdoor,9.97,seconds,1.0,Heats,OG,Paris,1,0.2,Fred Kerley,M         ,USA
1172448,81430,2431622,04/10/2019,400m,outdoor,44.17,seconds,3.0,Finals,WC,Doha,1,,Fred Kerley,M         ,USA
1172448,126941,2830574,16/07/2022,100m,outdoor,9.86,seconds,1.0,Finals,WC,Eugene OR,1,-0.1,Fred Kerley,M         ,USA
1172448,81430,2384172,01/10/2019,400m,outdoor,45.19,seconds,2.0,Heats,WC,Doha,1,,Fred Kerley,M         ,USA
1172448,112541,2658140,01/08/2021,100m,outdoor,9.84,seconds,2.0,Finals,OG,Tokyo,1,0.1,Fred Kerley,M         ,USA
1172448,112541,2658118,31/07/2021,100m,outdoor,9.97,seconds,2.0,Heats,OG,Tokyo,1,0.6,Fred Kerley,M         ,USA
1172448,126941,2830539,15/07/2022,100m,outdoor,9.79,seconds,1.0,Heats,WC,Eugene OR,1,0.1,Fred Kerley,M         ,USA
1172448,112541,2658115,01/08/2021,100m,outdoor,9.96,seconds,1.0,Semi-finals,OG,Tokyo,1,-0.1,Fred Kerley,M         ,USA
1172448,134418,2988010,19/08/2023,100m,outdoor,9.99,seconds,2.0,Heats,WC,Budapest,1,0.0,Fred Kerley,M         ,USA
1172448,134418,2988073,20/08/2023,100m,outdoor,10.02,seconds,3.0,Semi-finals,WC,Budapest,1,-0.3,Fred Kerley,M         ,USA
1172039,134418,2988611,23/08/2023,800m,outdoor,121.41,seconds,7.0,Heats,WC,Budapest,1,,Majtie Kolberg,W         ,GER
1172039,142291,3146986,02/08/2024,800m,outdoor,120.55,seconds,5.0,Heats,OG,Paris,1,,Majtie Kolberg,W         ,GER
1172039,142291,3147087,03/08/2024,800m,outdoor,119.08,seconds,1.0,Quarter-finals,OG,Paris,1,,Majtie Kolberg,W         ,GER
1172039,126941,2832152,21/07/2022,800m,outdoor,121.21,seconds,4.0,Heats,WC,Eugene OR,1,,Majtie Kolberg,W         ,GER
1172039,142291,3147505,04/08/2024,800m,outdoor,118.52,seconds,7.0,Semi-finals,OG,Paris,1,,Majtie Kolberg,W         ,GER
1172039,126941,2832173,22/07/2022,800m,outdoor,121.36,seconds,6.0,Semi-finals,WC,Eugene OR,1,,Majtie Kolberg,W         ,GER
1171906,123073,2753641,18/03/2022,Triple Jump,indoor,16.05,metres,12.0,Finals,WC,Beograd,1,,Nikólaos Andrikópoulos,M         ,GRE
1171906,134418,2988008,19/08/2023,Triple Jump,outdoor,15.77,metres,27.0,Quarter-finals,WC,Budapest,1,0.2,Nikólaos Andrikópoulos,M         ,GRE
1171569,134418,2988008,19/08/2023,Triple Jump,outdoor,16.61,metres,15.0,Quarter-finals,WC,Budapest,1,-0.2,Abdulla Narangolintevida,M         ,IND
1171569,126941,2832077,21/07/2022,Triple Jump,outdoor,16.45,metres,19.0,Quarter-finals,WC,Eugene OR,1,0.0,Abdulla Narangolintevida,M         ,IND
1171569,142291,3148215,07/08/2024,Triple Jump,outdoor,16.49,metres,21.0,Quarter-finals,OG,Paris,1,1.0,Abdulla Narangolintevida,M         ,IND
1170986,81430,2445944,27/09/2019,400m Hurdles,outdoor,49.73,seconds,4.0,Heats,WC,Doha,1,,Chris McAlister,M         ,GBR
1170986,81430,2408480,28/09/2019,400m Hurdles,outdoor,49.18,seconds,5.0,Semi-finals,WC,Doha,1,,Chris McAlister,M         ,GBR
1170986,126941,2830552,16/07/2022,400m Hurdles,outdoor,51.55,seconds,6.0,Heats,WC,Eugene OR,1,,Chris McAlister,M         ,GBR
1170720,81430,2391243,01/10/2019,High Jump,outdoor,2.26,metres,16.0,Quarter-finals,WC,Doha,1,,Stefano Sottile,M         ,ITA
1170720,112541,2657924,30/07/2021,High Jump,outdoor,2.17,metres,26.0,Quarter-finals,OG,Tokyo,1,,Stefano Sottile,M         ,ITA
1170720,142291,3148664,10/08/2024,High Jump,outdoor,2.34,metres,4.0,Finals,OG,Paris,1,,Stefano Sottile,M         ,ITA
1170720,134418,2988083,20/08/2023,High Jump,outdoor,2.22,metres,26.0,Quarter-finals,WC,Budapest,1,,Stefano Sottile,M         ,ITA
1170720,142291,3148218,07/08/2024,High Jump,outdoor,2.24,metres,6.0,Quarter-finals,OG,Paris,1,,Stefano Sottile,M         ,ITA
1170508,81430,2433335,27/09/2019,100m,outdoor,10.62,seconds,8.0,Heats,WC,Doha,1,-0.3,Hakeem Huggins,M         ,SKN
1170508,81430,2462562,27/09/2019,100m,outdoor,10.49,seconds,2.0,Single race,WC,Doha,1,0.1,Hakeem Huggins,M         ,SKN
1170032,123073,2753704,18/03/2022,800m,indoor,109.29,seconds,4.0,Heats,WC,Beograd,1,,Filip Šnejdr,M         ,CZE
1170032,135095,3010171,01/03/2024,800m,indoor,108.3,seconds,5.0,Heats,WC,Glasgow,1,,Filip Šnejdr,M         ,CZE
1169851,123073,2753769,19/03/2022,1500m,indoor,220.47,seconds,4.0,Heats,WC,Beograd,1,,Cameron Proceviat,M         ,CAN
1190512,81430,2382601,30/09/2019,5000m,outdoor,794.66,seconds,9.0,Finals,WC,Doha,1,,Birhanu Balew,M         ,BRN
1190512,134418,2988795,24/08/2023,5000m,outdoor,821.0,seconds,15.0,Heats,WC,Budapest,1,,Birhanu Balew,M         ,BRN
1190512,134418,2988075,20/08/2023,10000m,outdoor,1688.03,seconds,10.0,Finals,WC,Budapest,1,,Birhanu Balew,M         ,BRN
1098765,126941,2832169,21/07/2022,Javelin Throw,outdoor,83.41,metres,5.0,Quarter-finals,WC,Eugene OR,1,,Ihab Abdelrahman,M         ,EGY
1188411,112541,2659019,03/08/2021,1500m,outdoor,222.62,seconds,7.0,Heats,OG,Tokyo,1,,Jye Edwards,M         ,AUS
1188354,81430,2453406,29/09/2019,200m,outdoor,21.07,seconds,7.0,Heats,WC,Doha,1,1.0,Emmanuel Arowolo,M         ,NGR
1187387,142291,3148595,09/08/2024,10000m,outdoor,1885.51,seconds,16.0,Finals,OG,Paris,1,,Diane van Es,W         ,NED
1187387,134418,2988009,19/08/2023,10000m,outdoor,1925.85,seconds,13.0,Finals,WC,Budapest,1,,Diane van Es,W         ,NED
1187387,112541,2658108,30/07/2021,5000m,outdoor,947.01,seconds,16.0,Heats,OG,Tokyo,1,,Diane van Es,W         ,NED
1187308,112541,2658111,31/07/2021,Pole Vault,outdoor,5.5,metres,24.0,Quarter-finals,OG,Tokyo,1,,Sondre Guttormsen,M         ,NOR
1187308,81430,2419436,28/09/2019,Pole Vault,outdoor,5.3,metres,29.0,Quarter-finals,WC,Doha,1,,Sondre Guttormsen,M         ,NOR
1187308,142291,3147128,03/08/2024,Pole Vault,outdoor,5.75,metres,1.0,Quarter-finals,OG,Paris,1,,Sondre Guttormsen,M         ,NOR
1187308,142291,3147279,05/08/2024,Pole Vault,outdoor,5.8,metres,8.0,Finals,OG,Paris,1,,Sondre Guttormsen,M         ,NOR
1187308,123073,2754292,20/03/2022,Pole Vault,indoor,5.75,metres,8.0,Finals,WC,Beograd,1,,Sondre Guttormsen,M         ,NOR
1187308,126941,2832200,22/07/2022,Pole Vault,outdoor,5.75,metres,5.0,Quarter-finals,WC,Eugene OR,1,,Sondre Guttormsen,M         ,NOR
1187308,126941,2832358,24/07/2022,Pole Vault,outdoor,5.7,metres,10.0,Finals,WC,Eugene OR,1,,Sondre Guttormsen,M         ,NOR
1180792,134418,2989249,27/08/2023,3000m Steeplechase,outdoor,534.29,seconds,1.0,Finals,WC,Budapest,1,,Winfred Yavi,W         ,BRN
1180792,134418,2988571,23/08/2023,3000m Steeplechase,outdoor,559.18,seconds,1.0,Heats,WC,Budapest,1,,Winfred Yavi,W         ,BRN
1180792,126941,2832015,20/07/2022,3000m Steeplechase,outdoor,541.31,seconds,4.0,Finals,WC,Eugene OR,1,,Winfred Yavi,W         ,BRN
1180792,142291,3147928,06/08/2024,3000m Steeplechase,outdoor,532.76,seconds,1.0,Finals,OG,Paris,1,,Winfred Yavi,W         ,BRN
1180792,81430,2464389,27/09/2019,3000m Steeplechase,outdoor,569.4,seconds,2.0,Heats,WC,Doha,1,,Winfred Yavi,W         ,BRN
1180792,112541,2659164,04/08/2021,3000m Steeplechase,outdoor,559.74,seconds,10.0,Finals,OG,Tokyo,1,,Winfred Yavi,W         ,BRN
1180792,112541,2658180,01/08/2021,3000m Steeplechase,outdoor,550.8,seconds,1.0,Heats,OG,Tokyo,1,,Winfred Yavi,W         ,BRN
1180792,81430,2411573,30/09/2019,3000m Steeplechase,outdoor,545.68,seconds,4.0,Finals,WC,Doha,1,,Winfred Yavi,W         ,BRN
1180792,126941,2830562,16/07/2022,3000m Steeplechase,outdoor,557.32,seconds,3.0,Heats,WC,Eugene OR,1,,Winfred Yavi,W         ,BRN
1180792,142291,3147153,04/08/2024,3000m Steeplechase,outdoor,555.11,seconds,1.0,Heats,OG,Paris,1,,Winfred Yavi,W         ,BRN
1180659,123073,2753622,18/03/2022,400m,indoor,47.74,seconds,4.0,Heats,WC,Beograd,1,,Manuel Guijarro,M         ,ESP
1180134,126941,2830559,16/07/2022,Triple Jump,outdoor,13.27,metres,28.0,Quarter-finals,WC,Eugene OR,1,0.5,Mariya Yefremova,W         ,KAZ
1180134,112541,2658098,30/07/2021,Triple Jump,outdoor,13.34,metres,26.0,Quarter-finals,OG,Tokyo,1,0.7,Mariya Yefremova,W         ,KAZ
1179548,142291,3147918,06/08/2024,400m Hurdles,outdoor,53.9,seconds,3.0,Semi-finals,OG,Paris,1,,Zeney Geldenhuys,W         ,RSA
1179548,126941,2831893,20/07/2022,400m Hurdles,outdoor,54.81,seconds,4.0,Semi-finals,WC,Eugene OR,1,,Zeney Geldenhuys,W         ,RSA
1179548,126941,2831753,19/07/2022,400m Hurdles,outdoor,55.05,seconds,2.0,Heats,WC,Eugene OR,1,,Zeney Geldenhuys,W         ,RSA
1179548,81430,2457588,01/10/2019,400m Hurdles,outdoor,57.11,seconds,6.0,Heats,WC,Doha,1,,Zeney Geldenhuys,W         ,RSA
1179548,142291,3147160,04/08/2024,400m Hurdles,outdoor,54.73,seconds,3.0,Heats,OG,Paris,1,,Zeney Geldenhuys,W         ,RSA
1179548,134418,2988228,21/08/2023,400m Hurdles,outdoor,55.21,seconds,5.0,Heats,WC,Budapest,1,,Zeney Geldenhuys,W         ,RSA
1179548,134418,2988421,22/08/2023,400m Hurdles,outdoor,55.49,seconds,8.0,Semi-finals,WC,Budapest,1,,Zeney Geldenhuys,W         ,RSA
1179548,134418,2988319,21/08/2023,400m,outdoor,51.54,seconds,8.0,Semi-finals,WC,Budapest,1,,Zeney Geldenhuys,W         ,RSA
1177159,123073,2754567,20/03/2022,Triple Jump,indoor,14.13,metres,10.0,Finals,WC,Beograd,1,,Neja Filipič,W         ,SLO
1177159,134418,2988573,23/08/2023,Triple Jump,outdoor,13.64,metres,25.0,Quarter-finals,WC,Budapest,1,-0.3,Neja Filipič,W         ,SLO
1176897,142291,3148414,08/08/2024,Shot Put,outdoor,17.86,metres,16.0,Quarter-finals,OG,Paris,1,,Katharina Maisch,W         ,GER
1176897,126941,2830553,15/07/2022,Shot Put,outdoor,18.57,metres,13.0,Quarter-finals,WC,Eugene OR,1,,Katharina Maisch,W         ,GER
1176897,112541,2658101,30/07/2021,Shot Put,outdoor,17.89,metres,15.0,Quarter-finals,OG,Tokyo,1,,Katharina Maisch,W         ,GER
1176897,123073,2753554,18/03/2022,Shot Put,indoor,17.83,metres,11.0,Finals,WC,Beograd,1,,Katharina Maisch,W         ,GER
1176763,81430,2445944,27/09/2019,400m Hurdles,outdoor,49.62,seconds,3.0,Heats,WC,Doha,1,,M.P. Jabir,M         ,IND
1176763,112541,2657563,30/07/2021,400m Hurdles,outdoor,50.77,seconds,7.0,Heats,OG,Tokyo,1,,M.P. Jabir,M         ,IND
1176763,81430,2408480,28/09/2019,400m Hurdles,outdoor,49.71,seconds,5.0,Semi-finals,WC,Doha,1,,M.P. Jabir,M         ,IND
1176763,126941,2830552,16/07/2022,400m Hurdles,outdoor,50.76,seconds,7.0,Heats,WC,Eugene OR,1,,M.P. Jabir,M         ,IND
1176321,126941,2830575,16/07/2022,1500m,outdoor,217.57,seconds,10.0,Heats,WC,Eugene OR,1,,Christoph Kessler,M         ,GER
1176097,134418,2988815,26/08/2023,Shot Put,outdoor,16.61,metres,29.0,Quarter-finals,WC,Budapest,1,,Eveliina Rouvali,W         ,FIN
1175871,81430,2419974,02/10/2019,1500m,outdoor,247.28,seconds,2.0,Heats,WC,Doha,1,,Gabriela DeBues-Stafford,W         ,CAN
1175871,81430,2408018,03/10/2019,1500m,outdoor,241.04,seconds,2.0,Semi-finals,WC,Doha,1,,Gabriela DeBues-Stafford,W         ,CAN
1175871,112541,2658136,02/08/2021,1500m,outdoor,243.7,seconds,1.0,Heats,OG,Tokyo,1,,Gabriela DeBues-Stafford,W         ,CAN
1175871,112541,2659060,04/08/2021,1500m,outdoor,238.28,seconds,3.0,Semi-finals,OG,Tokyo,1,,Gabriela DeBues-Stafford,W         ,CAN
1175871,81430,2445415,05/10/2019,1500m,outdoor,236.12,seconds,6.0,Finals,WC,Doha,1,,Gabriela DeBues-Stafford,W         ,CAN
1175871,112541,2659333,06/08/2021,1500m,outdoor,238.93,seconds,5.0,Finals,OG,Tokyo,1,,Gabriela DeBues-Stafford,W         ,CAN
1175729,142291,3147918,06/08/2024,400m Hurdles,outdoor,55.49,seconds,7.0,Semi-finals,OG,Paris,1,,Alanah Yukich,W         ,AUS
1175729,142291,3147536,05/08/2024,400m Hurdles,outdoor,55.11,seconds,2.0,Quarter-finals,OG,Paris,1,,Alanah Yukich,W         ,AUS
1175729,142291,3147160,04/08/2024,400m Hurdles,outdoor,55.46,seconds,7.0,Heats,OG,Paris,1,,Alanah Yukich,W         ,AUS
1175378,112541,2658111,31/07/2021,Pole Vault,outdoor,5.3,metres,25.0,Quarter-finals,OG,Tokyo,1,,Masaki Ejima,M         ,JPN
1175378,81430,2419436,28/09/2019,Pole Vault,outdoor,5.45,metres,28.0,Quarter-finals,WC,Doha,1,,Masaki Ejima,M         ,JPN
1186230,135095,3029430,03/03/2024,Triple Jump,indoor,14.11,metres,6.0,Finals,WC,Glasgow,1,,Charisma Taylor,W         ,BAH
1186230,134418,2988573,23/08/2023,Triple Jump,outdoor,13.51,metres,29.0,Quarter-finals,WC,Budapest,1,-0.5,Charisma Taylor,W         ,BAH
1186230,142291,3148568,09/08/2024,100m Hurdles,outdoor,12.63,seconds,3.0,Semi-finals,OG,Paris,1,0.4,Charisma Taylor,W         ,BAH
1186230,142291,3147057,02/08/2024,Triple Jump,outdoor,14.01,metres,15.0,Quarter-finals,OG,Paris,1,1.2,Charisma Taylor,W         ,BAH
1185603,81430,2426510,02/10/2019,5000m,outdoor,985.82,seconds,13.0,Heats,WC,Doha,1,,Cavaline Nahimana,W         ,BDI
1184549,112541,2658098,30/07/2021,Triple Jump,outdoor,13.02,metres,29.0,Quarter-finals,OG,Tokyo,1,0.3,Roksana Khudoyarova,W         ,UZB
1184480,142291,3147153,04/08/2024,3000m Steeplechase,outdoor,572.93,seconds,9.0,Heats,OG,Paris,1,,Amy Cashin,W         ,AUS
1184480,112541,2658180,01/08/2021,3000m Steeplechase,outdoor,574.67,seconds,11.0,Heats,OG,Tokyo,1,,Amy Cashin,W         ,AUS
1184480,126941,2830562,16/07/2022,3000m Steeplechase,outdoor,561.46,seconds,8.0,Heats,WC,Eugene OR,1,,Amy Cashin,W         ,AUS
1184480,134418,2988571,23/08/2023,3000m Steeplechase,outdoor,571.07,seconds,8.0,Heats,WC,Budapest,1,,Amy Cashin,W         ,AUS
1183453,123073,2753712,18/03/2022,800m,indoor,133.77,seconds,,Single race,WC,Beograd,1,,Sveva Gerevini,W         ,ITA
1183453,123073,2753604,18/03/2022,Long Jump,indoor,6.31,metres,,Heats,WC,Beograd,1,,Sveva Gerevini,W         ,ITA
1183453,142291,3148609,09/08/2024,Long Jump,outdoor,6.08,metres,,Heats,OG,Paris,1,0.1,Sveva Gerevini,W         ,ITA
1183453,142291,3148426,08/08/2024,High Jump,outdoor,1.74,metres,,Heats,OG,Paris,1,,Sveva Gerevini,W         ,ITA
1183453,142291,3148497,09/08/2024,800m,outdoor,128.84,seconds,,Heats,OG,Paris,1,,Sveva Gerevini,W         ,ITA
1183453,142291,3148386,08/08/2024,100m Hurdles,outdoor,13.4,seconds,,Heats,OG,Paris,1,-0.1,Sveva Gerevini,W         ,ITA
1169851,126941,2831290,17/07/2022,1500m,outdoor,218.83,seconds,9.0,Semi-finals,WC,Eugene OR,1,,Cameron Proceviat,M         ,CAN
1169851,126941,2830575,16/07/2022,1500m,outdoor,217.43,seconds,9.0,Heats,WC,Eugene OR,1,,Cameron Proceviat,M         ,CAN
1169843,142291,3147159,04/08/2024,200m,outdoor,22.87,seconds,4.0,Heats,OG,Paris,1,0.5,Maboundou Koné,W         ,CIV
1169843,142291,3147259,05/08/2024,200m,outdoor,22.89,seconds,1.0,Quarter-finals,OG,Paris,1,0.6,Maboundou Koné,W         ,CIV
1169843,126941,2831666,18/07/2022,200m,outdoor,23.32,seconds,6.0,Heats,WC,Eugene OR,1,0.9,Maboundou Koné,W         ,CIV
1169843,142291,3147268,05/08/2024,200m,outdoor,22.65,seconds,5.0,Semi-finals,OG,Paris,1,0.0,Maboundou Koné,W         ,CIV
1169843,142291,3146954,02/08/2024,100m,outdoor,11.17,seconds,4.0,Heats,OG,Paris,1,1.2,Maboundou Koné,W         ,CIV
1169843,134418,2988098,20/08/2023,100m,outdoor,11.26,seconds,4.0,Heats,WC,Budapest,1,0.4,Maboundou Koné,W         ,CIV
1169843,134418,2988578,23/08/2023,200m,outdoor,22.55,seconds,2.0,Heats,WC,Budapest,1,-0.3,Maboundou Koné,W         ,CIV
1168312,134418,2988578,23/08/2023,200m,outdoor,23.49,seconds,6.0,Heats,WC,Budapest,1,-0.3,Remi Tsuruta,W         ,JPN
1168294,142291,3147124,03/08/2024,100m,outdoor,10.17,seconds,5.0,Heats,OG,Paris,1,0.0,Duan Asemota,M         ,CAN
1168221,81430,2418099,02/10/2019,400m Hurdles,outdoor,55.54,seconds,5.0,Semi-finals,WC,Doha,1,,Aminat Yusuf Jamal Odeyemi,W         ,BRN
1168221,112541,2658105,31/07/2021,400m Hurdles,outdoor,55.9,seconds,7.0,Heats,OG,Tokyo,1,,Aminat Yusuf Jamal Odeyemi,W         ,BRN
1168221,81430,2457588,01/10/2019,400m Hurdles,outdoor,55.13,seconds,2.0,Heats,WC,Doha,1,,Aminat Yusuf Jamal Odeyemi,W         ,BRN
1168221,126941,2831753,19/07/2022,400m Hurdles,outdoor,56.78,seconds,7.0,Heats,WC,Eugene OR,1,,Aminat Yusuf Jamal Odeyemi,W         ,BRN
1167859,112541,2658435,02/08/2021,400m,outdoor,45.56,seconds,5.0,Semi-finals,OG,Tokyo,1,,Leungo Scotch,M         ,BOT
1167859,112541,2658116,01/08/2021,400m,outdoor,45.32,seconds,4.0,Heats,OG,Tokyo,1,,Leungo Scotch,M         ,BOT
1167859,81430,2384172,01/10/2019,400m,outdoor,45.1,seconds,3.0,Heats,WC,Doha,1,,Leungo Scotch,M         ,BOT
1167859,142291,3147504,05/08/2024,400m,outdoor,45.33,seconds,2.0,Quarter-finals,OG,Paris,1,,Leungo Scotch,M         ,BOT
1167859,81430,2452956,02/10/2019,400m,outdoor,45.0,seconds,5.0,Semi-finals,WC,Doha,1,,Leungo Scotch,M         ,BOT
1167859,142291,3147765,06/08/2024,400m,outdoor,45.16,seconds,7.0,Semi-finals,OG,Paris,1,,Leungo Scotch,M         ,BOT
1167859,142291,3147524,04/08/2024,400m,outdoor,45.28,seconds,5.0,Heats,OG,Paris,1,,Leungo Scotch,M         ,BOT
1167859,134418,2988498,22/08/2023,400m,outdoor,45.96,seconds,8.0,Semi-finals,WC,Budapest,1,,Leungo Scotch,M         ,BOT
1187308,134418,2988616,23/08/2023,Pole Vault,outdoor,5.55,metres,20.0,Quarter-finals,WC,Budapest,1,,Sondre Guttormsen,M         ,NOR
1187101,134418,2988815,26/08/2023,Shot Put,outdoor,17.79,metres,21.0,Quarter-finals,WC,Budapest,1,,Eliana Bandeira,W         ,POR
1187101,135095,3024190,01/03/2024,Shot Put,indoor,17.35,metres,12.0,Finals,WC,Glasgow,1,,Eliana Bandeira,W         ,POR
1187101,142291,3148414,08/08/2024,Shot Put,outdoor,17.97,metres,15.0,Quarter-finals,OG,Paris,1,,Eliana Bandeira,W         ,POR
1122849,81430,2410588,05/10/2019,Javelin Throw,outdoor,83.4,metres,10.0,Quarter-finals,WC,Doha,1,,Cheng Chao-Tsun,M         ,TPE
1162082,134418,2988973,27/08/2023,Javelin Throw,outdoor,83.38,metres,7.0,Finals,WC,Budapest,1,,Oliver Helander,M         ,FIN
1145797,112541,2659411,07/08/2021,Javelin Throw,outdoor,83.3,metres,7.0,Finals,OG,Tokyo,1,,Andrian Mardare,M         ,MDA
1185922,112541,2657908,30/07/2021,100m,outdoor,11.91,seconds,7.0,Heats,OG,Tokyo,1,-0.1,Azreen Nabila Alias,W         ,MAS
1185922,112541,2657762,30/07/2021,100m,outdoor,11.77,seconds,2.0,Single race,OG,Tokyo,1,0.5,Azreen Nabila Alias,W         ,MAS
1185729,142291,3147079,02/08/2024,10000m,outdoor,1609.49,seconds,9.0,Finals,OG,Paris,1,,Thierry Ndikumwenayo,M         ,ESP
1185729,142291,3148693,10/08/2024,5000m,outdoor,804.07,seconds,15.0,Finals,OG,Paris,1,,Thierry Ndikumwenayo,M         ,ESP
1185729,134418,2988795,24/08/2023,5000m,outdoor,814.03,seconds,9.0,Heats,WC,Budapest,1,,Thierry Ndikumwenayo,M         ,ESP
1185565,126941,2830562,16/07/2022,3000m Steeplechase,outdoor,556.66,seconds,5.0,Heats,WC,Eugene OR,1,,Peruth Chemutai,W         ,UGA
1185565,112541,2658180,01/08/2021,3000m Steeplechase,outdoor,552.72,seconds,2.0,Heats,OG,Tokyo,1,,Peruth Chemutai,W         ,UGA
1185565,81430,2411573,30/09/2019,3000m Steeplechase,outdoor,551.08,seconds,5.0,Finals,WC,Doha,1,,Peruth Chemutai,W         ,UGA
1185565,142291,3147153,04/08/2024,3000m Steeplechase,outdoor,550.51,seconds,1.0,Heats,OG,Paris,1,,Peruth Chemutai,W         ,UGA
1185565,126941,2832015,20/07/2022,3000m Steeplechase,outdoor,561.93,seconds,11.0,Finals,WC,Eugene OR,1,,Peruth Chemutai,W         ,UGA
1185565,142291,3147928,06/08/2024,3000m Steeplechase,outdoor,533.34,seconds,2.0,Finals,OG,Paris,1,,Peruth Chemutai,W         ,UGA
1185565,81430,2464389,27/09/2019,3000m Steeplechase,outdoor,561.98,seconds,1.0,Heats,WC,Doha,1,,Peruth Chemutai,W         ,UGA
1185565,112541,2659164,04/08/2021,3000m Steeplechase,outdoor,541.45,seconds,1.0,Finals,OG,Tokyo,1,,Peruth Chemutai,W         ,UGA
1185565,134418,2989249,27/08/2023,3000m Steeplechase,outdoor,550.26,seconds,7.0,Finals,WC,Budapest,1,,Peruth Chemutai,W         ,UGA
1185565,134418,2988571,23/08/2023,3000m Steeplechase,outdoor,560.03,seconds,3.0,Heats,WC,Budapest,1,,Peruth Chemutai,W         ,UGA
1185347,134418,2988073,20/08/2023,100m,outdoor,10.2,seconds,6.0,Semi-finals,WC,Budapest,1,-0.3,Henrik Larsson,M         ,SWE
1167859,134418,2988101,20/08/2023,400m,outdoor,45.2,seconds,5.0,Heats,WC,Budapest,1,,Leungo Scotch,M         ,BOT
1166798,142291,3147057,02/08/2024,Triple Jump,outdoor,13.69,metres,24.0,Quarter-finals,OG,Paris,1,0.8,Zeng Rui,W         ,CHN
1166592,112541,2658099,30/07/2021,10000m,outdoor,1698.37,seconds,17.0,Finals,OG,Tokyo,1,,Akira Aizawa,M         ,JPN
1166156,126941,2830549,16/07/2022,High Jump,outdoor,1.9,metres,15.0,Quarter-finals,WC,Eugene OR,1,,Maja Nilsson,W         ,SWE
1166156,112541,2659388,07/08/2021,High Jump,outdoor,1.84,metres,13.0,Finals,OG,Tokyo,1,,Maja Nilsson,W         ,SWE
1166156,112541,2659095,05/08/2021,High Jump,outdoor,1.95,metres,11.0,Quarter-finals,OG,Tokyo,1,,Maja Nilsson,W         ,SWE
1165161,112541,2658136,02/08/2021,1500m,outdoor,245.34,seconds,3.0,Heats,OG,Tokyo,1,,Elle St. Pierre,W         ,USA
1165161,126941,2830601,16/07/2022,1500m,outdoor,249.84,seconds,11.0,Semi-finals,WC,Eugene OR,1,,Elle St. Pierre,W         ,USA
1165161,81430,2426510,02/10/2019,5000m,outdoor,908.82,seconds,9.0,Heats,WC,Doha,1,,Elle St. Pierre,W         ,USA
1165161,81430,2423859,05/10/2019,5000m,outdoor,898.17,seconds,11.0,Finals,WC,Doha,1,,Elle St. Pierre,W         ,USA
1165161,126941,2830557,15/07/2022,1500m,outdoor,244.94,seconds,4.0,Heats,WC,Eugene OR,1,,Elle St. Pierre,W         ,USA
1165161,112541,2659060,04/08/2021,1500m,outdoor,241.0,seconds,6.0,Semi-finals,OG,Tokyo,1,,Elle St. Pierre,W         ,USA
1165161,112541,2659333,06/08/2021,1500m,outdoor,241.75,seconds,10.0,Finals,OG,Tokyo,1,,Elle St. Pierre,W         ,USA
1165161,142291,3147917,06/08/2024,1500m,outdoor,243.22,seconds,3.0,Heats,OG,Paris,1,,Elle St. Pierre,W         ,USA
1165161,142291,3148692,10/08/2024,1500m,outdoor,237.52,seconds,8.0,Finals,OG,Paris,1,,Elle St. Pierre,W         ,USA
1165161,142291,3148387,08/08/2024,1500m,outdoor,239.74,seconds,3.0,Semi-finals,OG,Paris,1,,Elle St. Pierre,W         ,USA
1183453,135095,3008755,01/03/2024,Shot Put,indoor,12.58,metres,,Single race,WC,Glasgow,1,,Sveva Gerevini,W         ,ITA
1183453,135095,3002905,01/03/2024,High Jump,indoor,1.76,metres,,Single race,WC,Glasgow,1,,Sveva Gerevini,W         ,ITA
1183453,135095,3010894,01/03/2024,800m,indoor,132.07,seconds,,Single race,WC,Glasgow,1,,Sveva Gerevini,W         ,ITA
1183453,142291,3148289,08/08/2024,200m,outdoor,23.58,seconds,,Heats,OG,Paris,1,0.4,Sveva Gerevini,W         ,ITA
1183453,142291,3148294,08/08/2024,Shot Put,outdoor,12.8,metres,,Heats,OG,Paris,1,,Sveva Gerevini,W         ,ITA
1183453,135095,3015747,01/03/2024,Long Jump,indoor,6.26,metres,,Single race,WC,Glasgow,1,,Sveva Gerevini,W         ,ITA
1183368,126941,2831666,18/07/2022,200m,outdoor,23.27,seconds,5.0,Heats,WC,Eugene OR,1,0.9,Ella Connolly,W         ,AUS
1183368,142291,3146954,02/08/2024,100m,outdoor,11.29,seconds,6.0,Heats,OG,Paris,1,1.5,Ella Connolly,W         ,AUS
1183330,134418,2988001,19/08/2023,1500m,outdoor,228.63,seconds,14.0,Heats,WC,Budapest,1,,Julian Ranc,M         ,FRA
1183321,142291,3148386,08/08/2024,100m Hurdles,outdoor,13.41,seconds,,Heats,OG,Paris,1,0.0,Emma Oosterwegel,W         ,NED
1183321,142291,3148497,09/08/2024,800m,outdoor,128.67,seconds,,Heats,OG,Paris,1,,Emma Oosterwegel,W         ,NED
